dataset_name: iris ;eps_values: [0.1, 0.3, 0.5, 0.7, 1.0] ;min_samples_values: range(1, 10) ;num_clusters: None ;outlier_perc: 0.01 ;leaf_sizes: range(10, 60, 10); p_values: [None, 1, 2] ;chosen_eps: 1 ;chosen_min_sample: 2 ;chosen_metric: euclidean ;chosen_algorithm: auto ;chosen_leaf_size: 10 ;chosen_p: None ;threshold: {'0': 1, '1': 1.2, '2': 1.6}
dataset_name: abalone ;eps_values: [0.1, 0.3, 0.5, 0.7, 1.0] ;min_samples_values: range(1, 10) ;num_clusters: None ;outlier_perc: 0.03 ;leaf_sizes: range(10, 60, 10); p_values: [None, 1, 2] ;chosen_eps: 1 ;chosen_min_sample: 7 ;chosen_metric: euclidean ;chosen_algorithm: brute ;chosen_leaf_size: 50 ;chosen_p: None ;threshold: {'0': 8, '1': 8, '2': 8}
